id,time,value
2,2023:06:23 09:24:59,317.9
3,2023:06:23 09:24:59,880.9
1,2023:06:23 09:25:59,841.2
2,2023:06:23 09:25:59,862.2
3,2023:06:23 09:25:59,45.7
1,2023:06:23 09:26:59,397.5
2,2023:06:23 09:26:59,208.5
3,2023:06:23 09:26:59,955.4
1,2023:06:23 09:27:59,339.1
2,2023:06:23 09:27:59,323.9
3,2023:06:23 09:27:59,434.1
1,2023:06:23 09:28:59,993.4
2,2023:06:23 09:28:59,895.4
3,2023:06:23 09:28:59,201.2
1,2023:06:23 09:29:59,493.8
2,2023:06:23 09:29:59,748.3
3,2023:06:23 09:29:59,799.0
1,2023:06:23 09:30:59,73.4
2,2023:06:23 09:30:59,864.4
3,2023:06:23 09:30:59,466.2
1,2023:06:23 09:31:59,782.7
2,2023:06:23 09:31:59,828.8
3,2023:06:23 09:31:59,121.2
1,2023:06:23 09:32:59,199.1
2,2023:06:23 09:32:59,857.2
3,2023:06:23 09:32:59,435.7
1,2023:06:23 09:33:59,858.1
2,2023:06:23 09:33:59,169.5
3,2023:06:23 09:33:59,841.9
1,2023:06:23 09:34:59,475.7
2,2023:06:23 09:34:59,711.4
3,2023:06:23 09:34:59,824.9
1,2023:06:23 09:35:59,826.4
2,2023:06:23 09:35:59,883.0
3,2023:06:23 09:35:59,767.6
1,2023:06:23 09:36:59,737.6
2,2023:06:23 09:36:59,96.2
3,2023:06:23 09:36:59,294.4
1,2023:06:23 09:37:59,138.5
2,2023:06:23 09:37:59,6.8
3,2023:06:23 09:37:59,551.1
1,2023:06:23 09:38:59,917.2
2,2023:06:23 09:38:59,982.0
3,2023:06:23 09:38:59,319.1
1,2023:06:23 09:39:59,149.8
2,2023:06:23 09:39:59,320.6
3,2023:06:23 09:39:59,752.9
1,2023:06:23 09:40:59,322.6
2,2023:06:23 09:40:59,411.4
3,2023:06:23 09:40:59,57.7
1,2023:06:23 09:41:59,962.4
2,2023:06:23 09:41:59,472.5
3,2023:06:23 09:41:59,503.8
1,2023:06:23 09:42:59,523.5
2,2023:06:23 09:42:59,229.0
3,2023:06:23 09:42:59,3.4
1,2023:06:23 09:43:59,952.2
2,2023:06:23 09:43:59,955.2
3,2023:06:23 09:43:59,901.9
1,2023:06:23 09:44:59,184.8
2,2023:06:23 09:44:59,497.7
3,2023:06:23 09:44:59,981.9
1,2023:06:23 09:45:59,37.4
2,2023:06:23 09:45:59,515.8
3,2023:06:23 09:45:59,137.0
1,2023:06:23 09:46:59,629.1
2,2023:06:23 09:46:59,10.8
3,2023:06:23 09:46:59,16.2
1,2023:06:23 09:47:59,876.2
2,2023:06:23 09:47:59,184.7
3,2023:06:23 09:47:59,543.2
1,2023:06:23 09:48:59,268.9
2,2023:06:23 09:48:59,226.9
3,2023:06:23 09:48:59,832.0
1,2023:06:23 09:49:59,426.8
2,2023:06:23 09:49:59,370.3
3,2023:06:23 09:49:59,980.0
1,2023:06:23 09:50:59,457.1
2,2023:06:23 09:50:59,728.0
3,2023:06:23 09:50:59,446.3
1,2023:06:23 09:51:59,284.0
2,2023:06:23 09:51:59,536.7
3,2023:06:23 09:51:59,750.2
1,2023:06:23 09:52:59,887.7
2,2023:06:23 09:52:59,562.8
3,2023:06:23 09:52:59,511.1
1,2023:06:23 09:53:59,538.1
2,2023:06:23 09:53:59,963.3
3,2023:06:23 09:53:59,301.2
1,2023:06:23 09:54:59,550.7
2,2023:06:23 09:54:59,203.9
3,2023:06:23 09:54:59,966.1
1,2023:06:23 09:55:59,232.2
2,2023:06:23 09:55:59,121.1
3,2023:06:23 09:55:59,857.0
1,2023:06:23 09:56:59,548.7
2,2023:06:23 09:56:59,955.1
3,2023:06:23 09:56:59,253.4
1,2023:06:23 09:57:59,418.6
2,2023:06:23 09:57:59,404.6
3,2023:06:23 09:57:59,516.5
1,2023:06:23 09:58:59,925.2
2,2023:06:23 09:58:59,102.5
3,2023:06:23 09:58:59,951.8
1,2023:06:23 09:59:59,985.9
2,2023:06:23 09:59:59,460.1
3,2023:06:23 09:59:59,843.0
1,2023:06:23 10:00:59,173.6
2,2023:06:23 10:00:59,555.9
3,2023:06:23 10:00:59,350.4
1,2023:06:23 10:01:59,450.6
2,2023:06:23 10:01:59,274.8
3,2023:06:23 10:01:59,200.4
1,2023:06:23 10:02:59,410.0
2,2023:06:23 10:02:59,779.0
3,2023:06:23 10:02:59,308.6
1,2023:06:23 10:03:59,418.9
2,2023:06:23 10:03:59,663.9
3,2023:06:23 10:03:59,681.8
1,2023:06:23 10:04:59,429.6
2,2023:06:23 10:04:59,101.6
3,2023:06:23 10:04:59,879.7
1,2023:06:23 10:05:59,41.8
2,2023:06:23 10:05:59,930.7
3,2023:06:23 10:05:59,43.7
1,2023:06:23 10:06:59,148.5
2,2023:06:23 10:06:59,654.5
3,2023:06:23 10:06:59,719.6
1,2023:06:23 10:07:59,142.2
2,2023:06:23 10:07:59,420.9
3,2023:06:23 10:07:59,245.1
1,2023:06:23 10:08:59,390.2
2,2023:06:23 10:08:59,804.8
3,2023:06:23 10:08:59,403.7
1,2023:06:23 10:09:59,402.7
2,2023:06:23 10:09:59,547.0
3,2023:06:23 10:09:59,603.7
1,2023:06:23 10:10:59,724.6
2,2023:06:23 10:10:59,711.1
3,2023:06:23 10:10:59,536.7
1,2023:06:23 10:11:59,704.1
2,2023:06:23 10:11:59,771.1
3,2023:06:23 10:11:59,858.4
1,2023:06:23 10:12:59,245.0
2,2023:06:23 10:12:59,100.1
3,2023:06:23 10:12:59,108.5
1,2023:06:23 10:13:59,5.9
2,2023:06:23 10:13:59,113.5
3,2023:06:23 10:13:59,187.6
1,2023:06:23 10:14:59,885.5
2,2023:06:23 10:14:59,199.1
3,2023:06:23 10:14:59,34.4
1,2023:06:23 10:15:59,707.2
2,2023:06:23 10:15:59,130.8
3,2023:06:23 10:15:59,99.5
1,2023:06:23 10:16:59,277.1
2,2023:06:23 10:16:59,586.7
3,2023:06:23 10:16:59,350.5
1,2023:06:23 10:17:59,821.0
2,2023:06:23 10:17:59,105.9
3,2023:06:23 10:17:59,716.1
1,2023:06:23 10:18:59,328.4
2,2023:06:23 10:18:59,150.8
3,2023:06:23 10:18:59,241.8
1,2023:06:23 10:19:59,184.5
2,2023:06:23 10:19:59,539.5
3,2023:06:23 10:19:59,936.2
1,2023:06:23 10:20:59,827.2
2,2023:06:23 10:20:59,12.1
3,2023:06:23 10:20:59,79.9
1,2023:06:23 10:21:59,918.3
2,2023:06:23 10:21:59,48.9
3,2023:06:23 10:21:59,907.2
1,2023:06:23 10:22:59,521.2
2,2023:06:23 10:22:59,795.4
3,2023:06:23 10:22:59,74.7
1,2023:06:23 10:23:59,79.2
2,2023:06:23 10:23:59,594.4
3,2023:06:23 10:23:59,794.6
1,2023:06:23 10:24:59,461.8
2,2023:06:23 10:24:59,640.8
3,2023:06:23 10:24:59,110.6
1,2023:06:23 10:25:59,535.8
2,2023:06:23 10:25:59,691.0
3,2023:06:23 10:25:59,628.1
1,2023:06:23 10:26:59,24.2
2,2023:06:23 10:26:59,467.0
3,2023:06:23 10:26:59,985.1
1,2023:06:23 10:27:59,172.1
2,2023:06:23 10:27:59,44.6
3,2023:06:23 10:27:59,653.6
1,2023:06:23 10:28:59,66.4
2,2023:06:23 10:28:59,850.9
3,2023:06:23 10:28:59,703.5
1,2023:06:23 10:29:59,202.4
2,2023:06:23 10:29:59,9.4
3,2023:06:23 10:29:59,755.5
1,2023:06:23 10:30:59,283.0
2,2023:06:23 10:30:59,101.5
3,2023:06:23 10:30:59,846.4
1,2023:06:23 10:31:59,299.5
2,2023:06:23 10:31:59,511.6
3,2023:06:23 10:31:59,757.7
1,2023:06:23 10:32:59,80.4
2,2023:06:23 10:32:59,304.1
3,2023:06:23 10:32:59,434.1
1,2023:06:23 10:33:59,11.8
2,2023:06:23 10:33:59,763.4
3,2023:06:23 10:33:59,389.8
1,2023:06:23 10:34:59,361.1
2,2023:06:23 10:34:59,914.8
3,2023:06:23 10:34:59,294.1
1,2023:06:23 10:35:59,206.2
2,2023:06:23 10:35:59,305.4
3,2023:06:23 10:35:59,43.6
1,2023:06:23 10:36:59,594.0
2,2023:06:23 10:36:59,530.5
3,2023:06:23 10:36:59,811.0
1,2023:06:23 10:37:59,640.6
2,2023:06:23 10:37:59,815.7
3,2023:06:23 10:37:59,766.8
1,2023:06:23 10:38:59,579.9
2,2023:06:23 10:38:59,355.5
3,2023:06:23 10:38:59,240.8
1,2023:06:23 10:39:59,876.9
2,2023:06:23 10:39:59,805.4
3,2023:06:23 10:39:59,872.7
1,2023:06:23 10:40:59,524.3
2,2023:06:23 10:40:59,273.9
3,2023:06:23 10:40:59,616.0
1,2023:06:23 10:41:59,203.8
2,2023:06:23 10:41:59,939.7
3,2023:06:23 10:41:59,710.0
1,2023:06:23 10:42:59,536.6
2,2023:06:23 10:42:59,928.8
3,2023:06:23 10:42:59,783.0
1,2023:06:23 10:43:59,689.9
2,2023:06:23 10:43:59,374.2
3,2023:06:23 10:43:59,164.3
1,2023:06:23 10:44:59,591.4
2,2023:06:23 10:44:59,440.4
3,2023:06:23 10:44:59,433.1
1,2023:06:23 10:45:59,542.4
2,2023:06:23 10:45:59,332.3
3,2023:06:23 10:45:59,968.2
1,2023:06:23 10:46:59,467.2
2,2023:06:23 10:46:59,980.6
3,2023:06:23 10:46:59,219.2
1,2023:06:23 10:47:59,236.9
2,2023:06:23 10:47:59,273.6
3,2023:06:23 10:47:59,523.0
1,2023:06:23 10:48:59,310.9
2,2023:06:23 10:48:59,994.2
3,2023:06:23 10:48:59,336.2
1,2023:06:23 10:49:59,36.6
2,2023:06:23 10:49:59,550.4
3,2023:06:23 10:49:59,280.7
1,2023:06:23 10:50:59,424.2
2,2023:06:23 10:50:59,40.8
3,2023:06:23 10:50:59,399.2
1,2023:06:23 10:51:59,152.1
2,2023:06:23 10:51:59,551.2
3,2023:06:23 10:51:59,454.1
1,2023:06:23 10:52:59,723.6
2,2023:06:23 10:52:59,644.5
3,2023:06:23 10:52:59,202.8
1,2023:06:23 10:53:59,537.2
2,2023:06:23 10:53:59,89.4
3,2023:06:23 10:53:59,516.2
1,2023:06:23 10:54:59,237.2
2,2023:06:23 10:54:59,815.4
3,2023:06:23 10:54:59,120.6
1,2023:06:23 10:55:59,795.7
2,2023:06:23 10:55:59,366.6
3,2023:06:23 10:55:59,259.9
1,2023:06:23 10:56:59,79.7
2,2023:06:23 10:56:59,667.2
3,2023:06:23 10:56:59,624.5
1,2023:06:23 10:57:59,511.0
2,2023:06:23 10:57:59,323.8
3,2023:06:23 10:57:59,726.1
1,2023:06:23 10:58:59,725.8
2,2023:06:23 10:58:59,423.0
3,2023:06:23 10:58:59,794.5
1,2023:06:23 10:59:59,133.7
2,2023:06:23 10:59:59,725.2
3,2023:06:23 10:59:59,712.5
1,2023:06:23 11:00:59,197.5
2,2023:06:23 11:00:59,705.2
3,2023:06:23 11:00:59,881.6
1,2023:06:23 11:01:59,992.2
2,2023:06:23 11:01:59,27.7
3,2023:06:23 11:01:59,458.7
1,2023:06:23 11:02:59,133.0
2,2023:06:23 11:02:59,969.8
3,2023:06:23 11:02:59,95.8
1,2023:06:23 11:03:59,659.7
2,2023:06:23 11:03:59,89.7
3,2023:06:23 11:03:59,95.0
1,2023:06:23 11:04:59,713.7
2,2023:06:23 11:04:59,890.5
3,2023:06:23 11:04:59,950.2
1,2023:06:23 11:05:59,434.2
2,2023:06:23 11:05:59,194.1
3,2023:06:23 11:05:59,176.6
1,2023:06:23 11:06:59,248.5
2,2023:06:23 11:06:59,55.7
3,2023:06:23 11:06:59,820.7
1,2023:06:23 11:07:59,700.0
2,2023:06:23 11:07:59,837.2
3,2023:06:23 11:07:59,705.6
1,2023:06:23 11:08:59,946.0
2,2023:06:23 11:08:59,133.0
3,2023:06:23 11:08:59,12.5
1,2023:06:23 11:09:59,55.6
2,2023:06:23 11:09:59,371.0
3,2023:06:23 11:09:59,121.3
1,2023:06:23 11:10:59,189.2
2,2023:06:23 11:10:59,305.5
3,2023:06:23 11:10:59,665.8
1,2023:06:23 11:11:59,949.4
2,2023:06:23 11:11:59,30.2
3,2023:06:23 11:11:59,418.6
1,2023:06:23 11:12:59,585.0
2,2023:06:23 11:12:59,918.5
3,2023:06:23 11:12:59,436.8
1,2023:06:23 11:13:59,774.8
2,2023:06:23 11:13:59,235.4
3,2023:06:23 11:13:59,468.7
1,2023:06:23 11:14:59,307.8
2,2023:06:23 11:14:59,520.4
3,2023:06:23 11:14:59,151.4
1,2023:06:23 11:15:59,576.8
2,2023:06:23 11:15:59,471.4
3,2023:06:23 11:15:59,395.9
1,2023:06:23 11:16:59,935.9
2,2023:06:23 11:16:59,460.3
3,2023:06:23 11:16:59,697.4
1,2023:06:23 11:17:59,324.5
2,2023:06:23 11:17:59,620.9
3,2023:06:23 11:17:59,119.5
1,2023:06:23 11:18:59,196.2
2,2023:06:23 11:18:59,540.9
3,2023:06:23 11:18:59,405.4
1,2023:06:23 11:19:59,749.0
2,2023:06:23 11:19:59,510.0
3,2023:06:23 11:19:59,542.3
1,2023:06:23 11:20:59,926.5
2,2023:06:23 11:20:59,548.9
3,2023:06:23 11:20:59,202.4
1,2023:06:23 11:21:59,643.9
2,2023:06:23 11:21:59,720.2
3,2023:06:23 11:21:59,968.6
1,2023:06:23 11:22:59,254.2
2,2023:06:23 11:22:59,417.7
3,2023:06:23 11:22:59,27.4
1,2023:06:23 11:23:59,912.6
2,2023:06:23 11:23:59,569.3
3,2023:06:23 11:23:59,798.8
1,2023:06:23 11:24:59,602.4
2,2023:06:23 11:24:59,941.0
3,2023:06:23 11:24:59,499.1
1,2023:06:23 11:25:59,137.7
2,2023:06:23 11:25:59,679.0
3,2023:06:23 11:25:59,995.3
1,2023:06:23 11:26:59,790.3
2,2023:06:23 11:26:59,982.1
3,2023:06:23 11:26:59,751.8
1,2023:06:23 11:27:59,680.3
2,2023:06:23 11:27:59,862.8
3,2023:06:23 11:27:59,867.5
1,2023:06:23 11:28:59,327.3
2,2023:06:23 11:28:59,635.1
3,2023:06:23 11:28:59,824.1
1,2023:06:23 11:29:59,900.2
2,2023:06:23 11:29:59,302.8
3,2023:06:23 11:29:59,21.5
1,2023:06:23 11:30:59,125.7
2,2023:06:23 11:30:59,410.6
3,2023:06:23 11:30:59,128.2
1,2023:06:23 11:31:59,664.8
2,2023:06:23 11:31:59,269.8
3,2023:06:23 11:31:59,462.3
1,2023:06:23 11:32:59,406.7
2,2023:06:23 11:32:59,874.3
3,2023:06:23 11:32:59,468.8
1,2023:06:23 11:33:59,493.9
2,2023:06:23 11:33:59,92.3
3,2023:06:23 11:33:59,478.3
1,2023:06:23 11:34:59,668.3
2,2023:06:23 11:34:59,878.1
3,2023:06:23 11:34:59,938.3
1,2023:06:23 11:35:59,102.2
2,2023:06:23 11:35:59,836.5
3,2023:06:23 11:35:59,677.9
1,2023:06:23 11:36:59,354.4
2,2023:06:23 11:36:59,222.2
3,2023:06:23 11:36:59,927.7
1,2023:06:23 11:37:59,380.4
2,2023:06:23 11:37:59,328.4
3,2023:06:23 11:37:59,26.3
1,2023:06:23 11:38:59,425.7
2,2023:06:23 11:38:59,891.9
3,2023:06:23 11:38:59,568.0
1,2023:06:23 11:39:59,612.0
2,2023:06:23 11:39:59,874.1
3,2023:06:23 11:39:59,572.6
1,2023:06:23 11:40:59,520.4
2,2023:06:23 11:40:59,554.4
3,2023:06:23 11:40:59,298.5
1,2023:06:23 11:41:59,594.3
2,2023:06:23 11:41:59,424.6
3,2023:06:23 11:41:59,373.5
1,2023:06:23 11:42:59,927.7
2,2023:06:23 11:42:59,401.6
3,2023:06:23 11:42:59,52.8
1,2023:06:23 11:43:59,934.5
2,2023:06:23 11:43:59,120.5
3,2023:06:23 11:43:59,557.4
1,2023:06:23 11:44:59,298.6
2,2023:06:23 11:44:59,309.4
3,2023:06:23 11:44:59,903.1
1,2023:06:23 11:45:59,755.1
2,2023:06:23 11:45:59,265.9
3,2023:06:23 11:45:59,134.2
1,2023:06:23 11:46:59,24.5
2,2023:06:23 11:46:59,277.7
3,2023:06:23 11:46:59,16.8
1,2023:06:23 11:47:59,990.5
2,2023:06:23 11:47:59,935.5
3,2023:06:23 11:47:59,684.9
1,2023:06:23 11:48:59,633.7
2,2023:06:23 11:48:59,844.2
3,2023:06:23 11:48:59,598.3
1,2023:06:23 11:49:59,11.2
2,2023:06:23 11:49:59,752.4
3,2023:06:23 11:49:59,72.2
1,2023:06:23 11:50:59,531.3
2,2023:06:23 11:50:59,253.9
3,2023:06:23 11:50:59,221.5
1,2023:06:23 11:51:59,107.5
2,2023:06:23 11:51:59,998.1
3,2023:06:23 11:51:59,433.6
1,2023:06:23 11:52:59,45.4
2,2023:06:23 11:52:59,235.9
3,2023:06:23 11:52:59,743.8
1,2023:06:23 11:53:59,8.9
2,2023:06:23 11:53:59,267.2
3,2023:06:23 11:53:59,573.2
1,2023:06:23 11:54:59,187.2
2,2023:06:23 11:54:59,924.9
3,2023:06:23 11:54:59,946.4
1,2023:06:23 11:55:59,755.6
2,2023:06:23 11:55:59,474.2
3,2023:06:23 11:55:59,78.6
1,2023:06:23 11:56:59,889.1
2,2023:06:23 11:56:59,375.1
3,2023:06:23 11:56:59,298.6
1,2023:06:23 11:57:59,480.4
2,2023:06:23 11:57:59,286.4
3,2023:06:23 11:57:59,688.8
1,2023:06:23 11:58:59,897.1
2,2023:06:23 11:58:59,895.9
3,2023:06:23 11:58:59,917.1
1,2023:06:23 11:59:59,636.2
2,2023:06:23 11:59:59,123.8
3,2023:06:23 11:59:59,245.2
1,2023:06:23 12:00:59,71.3
2,2023:06:23 12:00:59,693.5
3,2023:06:23 12:00:59,11.6
1,2023:06:23 12:01:59,545.7
2,2023:06:23 12:01:59,850.6
3,2023:06:23 12:01:59,597.3
1,2023:06:23 12:02:59,725.9
2,2023:06:23 12:02:59,674.7
3,2023:06:23 12:02:59,1.7
1,2023:06:23 12:03:59,469.0
2,2023:06:23 12:03:59,317.0
3,2023:06:23 12:03:59,737.5
1,2023:06:23 12:04:59,939.8
2,2023:06:23 12:04:59,370.6
3,2023:06:23 12:04:59,177.8
1,2023:06:23 12:05:59,319.4
2,2023:06:23 12:05:59,116.9
3,2023:06:23 12:05:59,823.1
1,2023:06:23 12:06:59,613.1
2,2023:06:23 12:06:59,403.3
3,2023:06:23 12:06:59,393.0
1,2023:06:23 12:07:59,319.3
2,2023:06:23 12:07:59,425.7
3,2023:06:23 12:07:59,235.5
1,2023:06:23 12:08:59,564.8
2,2023:06:23 12:08:59,362.5
3,2023:06:23 12:08:59,926.9
1,2023:06:23 12:09:59,919.7
2,2023:06:23 12:09:59,709.1
3,2023:06:23 12:09:59,60.8
1,2023:06:23 12:10:59,277.1
2,2023:06:23 12:10:59,20.0
3,2023:06:23 12:10:59,496.6
1,2023:06:23 12:11:59,810.2
2,2023:06:23 12:11:59,562.5
3,2023:06:23 12:11:59,956.1
1,2023:06:23 12:12:59,133.5
2,2023:06:23 12:12:59,96.1
3,2023:06:23 12:12:59,514.4
1,2023:06:23 12:13:59,470.2
2,2023:06:23 12:13:59,85.6
3,2023:06:23 12:13:59,946.1
1,2023:06:23 12:14:59,277.3
2,2023:06:23 12:14:59,947.2
3,2023:06:23 12:14:59,241.5
1,2023:06:23 12:15:59,63.5
2,2023:06:23 12:15:59,132.7
3,2023:06:23 12:15:59,870.0
1,2023:06:23 12:16:59,672.7
2,2023:06:23 12:16:59,174.1
3,2023:06:23 12:16:59,583.0
1,2023:06:23 12:17:59,190.5
2,2023:06:23 12:17:59,644.3
3,2023:06:23 12:17:59,617.5
1,2023:06:23 12:18:59,703.9
2,2023:06:23 12:18:59,898.8
3,2023:06:23 12:18:59,35.1
1,2023:06:23 12:19:59,712.9
2,2023:06:23 12:19:59,170.7
3,2023:06:23 12:19:59,569.2
1,2023:06:23 12:20:59,821.3
2,2023:06:23 12:20:59,932.7
3,2023:06:23 12:20:59,864.0
1,2023:06:23 12:21:59,167.7
2,2023:06:23 12:21:59,781.3
3,2023:06:23 12:21:59,412.7
1,2023:06:23 12:22:59,462.4
2,2023:06:23 12:22:59,899.5
3,2023:06:23 12:22:59,77.5
1,2023:06:23 12:23:59,832.8
2,2023:06:23 12:23:59,927.1
3,2023:06:23 12:23:59,379.1
1,2023:06:23 12:24:59,870.7
2,2023:06:23 12:24:59,196.7
3,2023:06:23 12:24:59,286.3
1,2023:06:23 12:25:59,903.7
2,2023:06:23 12:25:59,625.0
3,2023:06:23 12:25:59,544.5
1,2023:06:23 12:26:59,623.4
2,2023:06:23 12:26:59,111.9
3,2023:06:23 12:26:59,257.5
1,2023:06:23 12:27:59,127.4
2,2023:06:23 12:27:59,677.8
3,2023:06:23 12:27:59,807.7
1,2023:06:23 12:28:59,790.5
2,2023:06:23 12:28:59,76.4
3,2023:06:23 12:28:59,962.5
1,2023:06:23 12:29:59,232.0
2,2023:06:23 12:29:59,661.2
3,2023:06:23 12:29:59,97.7
1,2023:06:23 12:30:59,805.4
2,2023:06:23 12:30:59,563.3
3,2023:06:23 12:30:59,346.9
1,2023:06:23 12:31:59,222.7
2,2023:06:23 12:31:59,221.7
3,2023:06:23 12:31:59,926.9
1,2023:06:23 12:32:59,460.1
2,2023:06:23 12:32:59,147.9
3,2023:06:23 12:32:59,21.1
1,2023:06:23 12:33:59,696.4
2,2023:06:23 12:33:59,970.7
3,2023:06:23 12:33:59,192.3
1,2023:06:23 12:34:59,59.2
2,2023:06:23 12:34:59,366.3
3,2023:06:23 12:34:59,711.6
1,2023:06:23 12:35:59,406.7
2,2023:06:23 12:35:59,36.4
3,2023:06:23 12:35:59,779.3
1,2023:06:23 12:36:59,823.8
2,2023:06:23 12:36:59,862.9
3,2023:06:23 12:36:59,752.7
1,2023:06:23 12:37:59,987.1
2,2023:06:23 12:37:59,296.5
3,2023:06:23 12:37:59,657.6
1,2023:06:23 12:38:59,223.2
2,2023:06:23 12:38:59,528.5
3,2023:06:23 12:38:59,260.6
1,2023:06:23 12:39:59,659.4
2,2023:06:23 12:39:59,562.1
3,2023:06:23 12:39:59,403.5
1,2023:06:23 12:40:59,188.5
2,2023:06:23 12:40:59,530.7
3,2023:06:23 12:40:59,39.4
1,2023:06:23 12:41:59,527.3
2,2023:06:23 12:41:59,660.1
3,2023:06:23 12:41:59,58.1
1,2023:06:23 12:42:59,218.5
2,2023:06:23 12:42:59,942.5
3,2023:06:23 12:42:59,848.4
1,2023:06:23 12:43:59,318.6
2,2023:06:23 12:43:59,579.8
3,2023:06:23 12:43:59,573.6
1,2023:06:23 12:44:59,382.7
2,2023:06:23 12:44:59,716.0
3,2023:06:23 12:44:59,536.9
1,2023:06:23 12:45:59,803.3
2,2023:06:23 12:45:59,744.4
3,2023:06:23 12:45:59,417.9
1,2023:06:23 12:46:59,251.6
2,2023:06:23 12:46:59,652.2
3,2023:06:23 12:46:59,852.7
1,2023:06:23 12:47:59,223.8
2,2023:06:23 12:47:59,154.5
3,2023:06:23 12:47:59,843.3
1,2023:06:23 12:48:59,996.0
2,2023:06:23 12:48:59,396.1
3,2023:06:23 12:48:59,575.8
1,2023:06:23 12:49:59,532.8
2,2023:06:23 12:49:59,764.8
3,2023:06:23 12:49:59,485.6
1,2023:06:23 12:50:59,394.6
2,2023:06:23 12:50:59,987.8
3,2023:06:23 12:50:59,143.6
1,2023:06:23 12:51:59,682.3
2,2023:06:23 12:51:59,112.1
3,2023:06:23 12:51:59,992.7
1,2023:06:23 12:52:59,416.3
2,2023:06:23 12:52:59,722.5
3,2023:06:23 12:52:59,254.2
1,2023:06:23 12:53:59,265.3
2,2023:06:23 12:53:59,43.3
3,2023:06:23 12:53:59,884.1
1,2023:06:23 12:54:59,510.7
2,2023:06:23 12:54:59,664.1
3,2023:06:23 12:54:59,164.5
1,2023:06:23 12:55:59,101.3
2,2023:06:23 12:55:59,517.5
3,2023:06:23 12:55:59,467.5
1,2023:06:23 12:56:59,886.3
2,2023:06:23 12:56:59,728.9
3,2023:06:23 12:56:59,687.0
1,2023:06:23 12:57:59,507.0
2,2023:06:23 12:57:59,8.0
3,2023:06:23 12:57:59,988.9
1,2023:06:23 12:58:59,994.3
2,2023:06:23 12:58:59,434.6
3,2023:06:23 12:58:59,343.4
1,2023:06:23 12:59:59,630.1
2,2023:06:23 12:59:59,123.4
3,2023:06:23 12:59:59,906.9
1,2023:06:23 13:00:59,294.6
2,2023:06:23 13:00:59,830.9
3,2023:06:23 13:00:59,883.1
1,2023:06:23 13:01:59,965.5
2,2023:06:23 13:01:59,834.4
3,2023:06:23 13:01:59,878.7
1,2023:06:23 13:02:59,294.4
2,2023:06:23 13:02:59,397.2
3,2023:06:23 13:02:59,552.5
1,2023:06:23 13:03:59,655.3
2,2023:06:23 13:03:59,259.6
3,2023:06:23 13:03:59,352.8
1,2023:06:23 13:04:59,922.9
2,2023:06:23 13:04:59,459.9
3,2023:06:23 13:04:59,217.4
1,2023:06:23 13:05:59,7.3
2,2023:06:23 13:05:59,448.0
3,2023:06:23 13:05:59,201.9
1,2023:06:23 13:06:59,689.8
2,2023:06:23 13:06:59,542.9
3,2023:06:23 13:06:59,835.8
1,2023:06:23 13:07:59,494.0
2,2023:06:23 13:07:59,129.0
3,2023:06:23 13:07:59,234.7
1,2023:06:23 13:08:59,867.1
2,2023:06:23 13:08:59,676.0
3,2023:06:23 13:08:59,968.4
1,2023:06:23 13:09:59,921.6
2,2023:06:23 13:09:59,107.5
3,2023:06:23 13:09:59,303.1
1,2023:06:23 13:10:59,285.4
2,2023:06:23 13:10:59,643.1
3,2023:06:23 13:10:59,122.7
1,2023:06:23 13:11:59,127.0
2,2023:06:23 13:11:59,981.8
3,2023:06:23 13:11:59,723.6
1,2023:06:23 13:12:59,350.0
2,2023:06:23 13:12:59,102.7
3,2023:06:23 13:12:59,888.0
1,2023:06:23 13:13:59,84.8
2,2023:06:23 13:13:59,286.6
3,2023:06:23 13:13:59,452.7
1,2023:06:23 13:14:59,697.0
2,2023:06:23 13:14:59,68.3
3,2023:06:23 13:14:59,146.7
1,2023:06:23 13:15:59,317.7
2,2023:06:23 13:15:59,134.7
3,2023:06:23 13:15:59,548.7
1,2023:06:23 13:16:59,646.6
2,2023:06:23 13:16:59,28.0
3,2023:06:23 13:16:59,273.9
1,2023:06:23 13:17:59,619.5
2,2023:06:23 13:17:59,72.6
3,2023:06:23 13:17:59,524.1
1,2023:06:23 13:18:59,395.2
2,2023:06:23 13:18:59,632.3
3,2023:06:23 13:18:59,288.5
1,2023:06:23 13:19:59,959.2
2,2023:06:23 13:19:59,304.7
3,2023:06:23 13:19:59,870.7
1,2023:06:23 13:20:59,838.6
2,2023:06:23 13:20:59,15.1
3,2023:06:23 13:20:59,512.1
1,2023:06:23 13:21:59,640.2
2,2023:06:23 13:21:59,803.0
3,2023:06:23 13:21:59,962.1
1,2023:06:23 13:22:59,176.5
2,2023:06:23 13:22:59,55.3
3,2023:06:23 13:22:59,560.8
1,2023:06:23 13:23:59,993.2
2,2023:06:23 13:23:59,226.4
3,2023:06:23 13:23:59,305.9
1,2023:06:23 13:24:59,117.8
2,2023:06:23 13:24:59,866.7
3,2023:06:23 13:24:59,559.6
1,2023:06:23 13:25:59,681.8
2,2023:06:23 13:25:59,155.3
3,2023:06:23 13:25:59,385.5
1,2023:06:23 13:26:59,728.8
2,2023:06:23 13:26:59,140.1
3,2023:06:23 13:26:59,454.9
1,2023:06:23 13:27:59,745.8
2,2023:06:23 13:27:59,20.9
3,2023:06:23 13:27:59,693.7
1,2023:06:23 13:28:59,857.8
2,2023:06:23 13:28:59,286.1
3,2023:06:23 13:28:59,334.5
1,2023:06:23 13:29:59,403.3
2,2023:06:23 13:29:59,412.2
