id,time,value,aqi,pollution
2,2023:07:02 00:00:00,38.8,108,Slightly unhealthy
3,2023:07:02 00:00:00,8.9,37,Good
4,2023:07:02 00:00:00,52.3,142,Slightly unhealthy
5,2023:07:02 00:00:00,461.1,455,Extremely hazardous
1,2023:07:02 00:00:00,44.1,122,Slightly unhealthy
2,2023:07:02 00:00:00,210.6,260,Very unhealthy
3,2023:07:02 00:00:00,48.3,132,Slightly unhealthy
4,2023:07:02 00:00:00,7.4,31,Good
5,2023:07:02 00:00:00,38.7,108,Slightly unhealthy
1,2023:07:02 00:00:00,175.5,225,Very unhealthy
2,2023:07:02 00:00:00,40.6,113,Slightly unhealthy
3,2023:07:02 00:00:00,491.9,471,Extremely hazardous
4,2023:07:02 00:00:00,7.8,32,Good
5,2023:07:02 00:00:00,9.8,41,Good
1,2023:07:02 00:00:00,42.1,116,Slightly unhealthy
2,2023:07:02 00:00:00,46.8,128,Slightly unhealthy
3,2023:07:02 00:00:00,186.7,236,Very unhealthy
4,2023:07:02 00:00:00,50.9,138,Slightly unhealthy
5,2023:07:02 00:00:00,41.0,114,Slightly unhealthy
1,2023:07:02 00:00:00,495.8,473,Extremely hazardous
2,2023:07:02 00:00:00,39.1,109,Slightly unhealthy
3,2023:07:02 00:00:00,37.8,106,Slightly unhealthy
4,2023:07:02 00:00:00,26.5,81,Moderate
5,2023:07:02 00:00:00,36.1,102,Slightly unhealthy
1,2023:07:02 00:00:00,285.3,335,Hazardous
2,2023:07:02 00:00:00,48.9,134,Slightly unhealthy
3,2023:07:02 00:00:00,8.1,34,Good
4,2023:07:02 00:00:00,230.1,280,Very unhealthy
5,2023:07:02 00:00:00,41.6,115,Slightly unhealthy
1,2023:07:02 00:00:00,10.3,43,Good
2,2023:07:02 00:00:00,462.1,456,Extremely hazardous
3,2023:07:02 00:00:00,55.4,150,Slightly unhealthy
4,2023:07:02 00:00:00,25.5,79,Moderate
5,2023:07:02 00:00:00,49.7,136,Slightly unhealthy
1,2023:07:02 00:00:00,548.7,499,Extremely hazardous
2,2023:07:02 00:00:00,10.2,42,Good
3,2023:07:02 00:00:00,52.8,143,Slightly unhealthy
4,2023:07:02 00:00:00,53.9,146,Slightly unhealthy
5,2023:07:02 00:00:00,53.4,145,Slightly unhealthy
1,2023:07:02 00:00:00,44.6,123,Slightly unhealthy
2,2023:07:02 00:00:00,9.3,39,Good
3,2023:07:02 00:00:00,36.8,103,Slightly unhealthy
4,2023:07:02 00:00:00,5.9,25,Good
5,2023:07:02 00:00:00,38.9,108,Slightly unhealthy
1,2023:07:02 00:00:00,6.9,29,Good
2,2023:07:02 00:00:00,35.9,101,Slightly unhealthy
3,2023:07:02 00:00:00,53.2,144,Slightly unhealthy
4,2023:07:02 00:00:00,39.3,110,Slightly unhealthy
5,2023:07:02 00:00:00,239.1,289,Very unhealthy
1,2023:07:02 00:00:00,51.2,139,Slightly unhealthy
2,2023:07:02 00:00:00,51.8,141,Slightly unhealthy
3,2023:07:02 00:00:00,479.0,464,Extremely hazardous
4,2023:07:02 00:00:00,46.9,128,Slightly unhealthy
5,2023:07:02 00:00:00,37.9,106,Slightly unhealthy
1,2023:07:02 00:00:00,41.5,115,Slightly unhealthy
2,2023:07:02 00:00:00,46.2,127,Slightly unhealthy
3,2023:07:02 00:00:00,40.6,113,Slightly unhealthy
4,2023:07:02 00:00:00,35.6,100,Slightly unhealthy
5,2023:07:02 00:00:00,42.2,117,Slightly unhealthy
1,2023:07:02 00:00:00,40.6,113,Slightly unhealthy
2,2023:07:02 00:00:00,43.1,119,Slightly unhealthy
3,2023:07:02 00:00:00,8.3,35,Good
4,2023:07:02 00:00:00,42.4,117,Slightly unhealthy
5,2023:07:02 00:00:00,48.2,132,Slightly unhealthy
1,2023:07:02 00:00:00,36.2,102,Slightly unhealthy
2,2023:07:02 00:00:00,59.1,152,Unhealthy
3,2023:07:02 00:00:00,39.4,110,Slightly unhealthy
4,2023:07:02 00:00:00,7.9,33,Good
5,2023:07:02 00:00:00,38.4,107,Slightly unhealthy
1,2023:07:02 00:00:00,40.0,111,Slightly unhealthy
2,2023:07:02 00:00:00,36.4,102,Slightly unhealthy
3,2023:07:02 00:00:00,40.3,112,Slightly unhealthy
4,2023:07:02 00:00:00,52.4,142,Slightly unhealthy
5,2023:07:02 00:00:00,23.4,74,Moderate
1,2023:07:02 00:00:00,39.6,110,Slightly unhealthy
2,2023:07:02 00:00:00,54.9,148,Slightly unhealthy
3,2023:07:02 00:00:00,131.5,190,Unhealthy
4,2023:07:02 00:00:00,46.0,126,Slightly unhealthy
5,2023:07:02 00:00:00,5.1,21,Good
1,2023:07:02 00:00:00,45.8,126,Slightly unhealthy
2,2023:07:02 00:00:00,86.6,166,Unhealthy
3,2023:07:02 00:00:00,8.6,36,Good
4,2023:07:02 00:00:00,37.8,106,Slightly unhealthy
5,2023:07:02 00:00:00,23.8,75,Moderate
1,2023:07:02 00:00:00,39.6,110,Slightly unhealthy
2,2023:07:02 00:00:00,49.2,134,Slightly unhealthy
3,2023:07:02 00:00:00,52.2,142,Slightly unhealthy
4,2023:07:02 00:00:00,444.6,447,Extremely hazardous
5,2023:07:02 00:00:00,51.7,140,Slightly unhealthy
1,2023:07:02 00:00:00,36.0,101,Slightly unhealthy
2,2023:07:02 00:00:00,45.8,126,Slightly unhealthy
3,2023:07:02 00:00:00,42.5,118,Slightly unhealthy
4,2023:07:02 00:00:00,38.3,107,Slightly unhealthy
5,2023:07:02 00:00:00,55.2,149,Slightly unhealthy
1,2023:07:02 00:00:00,42.8,118,Slightly unhealthy
2,2023:07:02 00:00:00,37.1,104,Slightly unhealthy
3,2023:07:02 00:00:00,159.0,208,Very unhealthy
4,2023:07:02 00:00:00,51.2,139,Slightly unhealthy
5,2023:07:02 00:00:00,49.1,134,Slightly unhealthy
1,2023:07:02 00:00:00,47.2,129,Slightly unhealthy
2,2023:07:02 00:00:00,43.8,121,Slightly unhealthy
3,2023:07:02 00:00:00,348.9,398,Hazardous
4,2023:07:02 00:00:00,46.5,128,Slightly unhealthy
5,2023:07:02 00:00:00,37.3,104,Slightly unhealthy
1,2023:07:02 00:00:00,238.9,288,Very unhealthy
2,2023:07:02 00:00:00,37.5,105,Slightly unhealthy
3,2023:07:02 00:00:00,206.0,256,Very unhealthy
4,2023:07:02 00:00:00,42.4,117,Slightly unhealthy
5,2023:07:02 00:00:00,46.8,128,Slightly unhealthy
1,2023:07:02 00:00:00,7.9,33,Good
2,2023:07:02 00:00:00,54.2,147,Slightly unhealthy
3,2023:07:02 00:00:00,36.0,101,Slightly unhealthy
4,2023:07:02 00:00:00,41.4,115,Slightly unhealthy
5,2023:07:02 00:00:00,37.9,106,Slightly unhealthy
1,2023:07:02 00:00:00,52.1,142,Slightly unhealthy
2,2023:07:02 00:00:00,524.0,487,Extremely hazardous
3,2023:07:02 00:00:00,43.6,120,Slightly unhealthy
4,2023:07:02 00:00:00,37.9,106,Slightly unhealthy
5,2023:07:02 00:00:00,37.6,105,Slightly unhealthy
1,2023:07:02 00:00:00,371.7,411,Extremely hazardous
2,2023:07:02 00:00:00,44.8,123,Slightly unhealthy
3,2023:07:02 00:00:00,8.5,35,Good
4,2023:07:02 00:00:00,51.7,140,Slightly unhealthy
5,2023:07:02 00:00:00,36.4,102,Slightly unhealthy
1,2023:07:02 00:00:00,51.7,140,Slightly unhealthy
2,2023:07:02 00:00:00,15.7,58,Moderate
3,2023:07:02 00:00:00,45.4,125,Slightly unhealthy
4,2023:07:02 00:00:00,440.4,445,Extremely hazardous
5,2023:07:02 00:00:00,51.2,139,Slightly unhealthy
1,2023:07:02 00:00:00,48.1,132,Slightly unhealthy
2,2023:07:02 00:00:00,182.7,232,Very unhealthy
3,2023:07:02 00:00:00,79.7,163,Unhealthy
4,2023:07:02 00:00:00,39.1,109,Slightly unhealthy
5,2023:07:02 00:00:00,462.4,456,Extremely hazardous
1,2023:07:02 00:00:00,9.5,40,Good
2,2023:07:02 00:00:00,390.3,420,Extremely hazardous
3,2023:07:02 00:00:00,44.6,123,Slightly unhealthy
4,2023:07:02 00:00:00,314.8,364,Hazardous
5,2023:07:02 00:00:00,10.8,45,Good
1,2023:07:02 00:00:00,537.9,494,Extremely hazardous
2,2023:07:02 00:00:00,50.0,136,Slightly unhealthy
3,2023:07:02 00:00:00,49.5,135,Slightly unhealthy
4,2023:07:02 00:00:00,45.9,126,Slightly unhealthy
5,2023:07:02 00:00:00,52.4,142,Slightly unhealthy
1,2023:07:02 00:00:00,36.2,102,Slightly unhealthy
2,2023:07:02 00:00:00,230.0,280,Very unhealthy
3,2023:07:02 00:00:00,11.3,47,Good
4,2023:07:02 00:00:00,48.9,134,Slightly unhealthy
5,2023:07:02 00:00:00,326.1,376,Hazardous
1,2023:07:02 00:00:00,39.3,110,Slightly unhealthy
2,2023:07:02 00:00:00,241.5,291,Very unhealthy
3,2023:07:02 00:00:00,39.3,110,Slightly unhealthy
4,2023:07:02 00:00:00,11.9,50,Good
5,2023:07:02 00:00:00,52.9,144,Slightly unhealthy
1,2023:07:02 00:00:00,43.8,121,Slightly unhealthy
2,2023:07:02 00:00:00,47.8,131,Slightly unhealthy
3,2023:07:02 00:00:00,38.4,107,Slightly unhealthy
4,2023:07:02 00:00:00,366.0,408,Extremely hazardous
5,2023:07:02 00:00:00,403.7,427,Extremely hazardous
1,2023:07:02 00:00:00,482.2,466,Extremely hazardous
2,2023:07:02 00:00:00,45.0,124,Slightly unhealthy
3,2023:07:02 00:00:00,41.2,114,Slightly unhealthy
4,2023:07:02 00:00:00,50.6,138,Slightly unhealthy
5,2023:07:02 00:00:00,43.6,120,Slightly unhealthy
1,2023:07:02 00:00:00,47.1,129,Slightly unhealthy
2,2023:07:02 00:00:00,222.2,272,Very unhealthy
3,2023:07:02 00:00:00,54.1,146,Slightly unhealthy
4,2023:07:02 00:00:00,507.3,478,Extremely hazardous
5,2023:07:02 00:00:00,43.7,120,Slightly unhealthy
1,2023:07:02 00:00:00,7.9,33,Good
2,2023:07:02 00:00:00,54.4,147,Slightly unhealthy
3,2023:07:02 00:00:00,36.7,103,Slightly unhealthy
4,2023:07:02 00:00:00,40.9,114,Slightly unhealthy
5,2023:07:02 00:00:00,41.8,116,Slightly unhealthy
1,2023:07:02 00:00:00,43.2,119,Slightly unhealthy
2,2023:07:02 00:00:00,49.2,134,Slightly unhealthy
3,2023:07:02 00:00:00,522.4,486,Extremely hazardous
4,2023:07:02 00:00:00,54.3,147,Slightly unhealthy
5,2023:07:02 00:00:00,9.4,39,Good
1,2023:07:02 00:00:00,36.6,103,Slightly unhealthy
2,2023:07:02 00:00:00,45.2,124,Slightly unhealthy
3,2023:07:02 00:00:00,39.7,110,Slightly unhealthy
4,2023:07:02 00:00:00,49.5,135,Slightly unhealthy
5,2023:07:02 00:00:00,50.1,136,Slightly unhealthy
1,2023:07:02 00:00:00,40.0,111,Slightly unhealthy
2,2023:07:02 00:00:00,54.4,147,Slightly unhealthy
3,2023:07:02 00:00:00,47.5,130,Slightly unhealthy
4,2023:07:02 00:00:00,550.2,500,Extremely hazardous
5,2023:07:02 00:00:00,213.6,263,Very unhealthy
1,2023:07:02 00:00:00,539.7,495,Extremely hazardous
2,2023:07:02 00:00:00,8.4,35,Good
3,2023:07:02 00:00:00,137.2,193,Unhealthy
4,2023:07:02 00:00:00,45.3,124,Slightly unhealthy
5,2023:07:02 00:00:00,536.1,493,Extremely hazardous
1,2023:07:02 00:00:00,7.1,30,Good
2,2023:07:02 00:00:00,8.1,34,Good
3,2023:07:02 00:00:00,38.6,108,Slightly unhealthy
4,2023:07:02 00:00:00,527.2,488,Extremely hazardous
5,2023:07:02 00:00:00,49.4,135,Slightly unhealthy
1,2023:07:02 00:00:00,548.8,499,Extremely hazardous
2,2023:07:02 00:00:00,37.2,104,Slightly unhealthy
3,2023:07:02 00:00:00,38.3,107,Slightly unhealthy
4,2023:07:02 00:00:00,360.0,405,Extremely hazardous
5,2023:07:02 00:00:00,49.1,134,Slightly unhealthy
1,2023:07:02 00:00:00,38.5,108,Slightly unhealthy
2,2023:07:02 00:00:00,45.7,126,Slightly unhealthy
3,2023:07:02 00:00:00,259.9,309,Hazardous
4,2023:07:02 00:00:00,364.0,407,Extremely hazardous
5,2023:07:02 00:00:00,45.4,125,Slightly unhealthy
1,2023:07:02 00:00:00,48.5,132,Slightly unhealthy
2,2023:07:02 00:00:00,174.2,224,Very unhealthy
3,2023:07:02 00:00:00,50.6,138,Slightly unhealthy
4,2023:07:02 00:00:00,11.1,46,Good
5,2023:07:02 00:00:00,41.6,115,Slightly unhealthy
1,2023:07:02 00:00:00,45.9,126,Slightly unhealthy
2,2023:07:02 00:00:00,6.8,28,Good
3,2023:07:02 00:00:00,43.7,120,Slightly unhealthy
4,2023:07:02 00:00:00,39.1,109,Slightly unhealthy
5,2023:07:02 00:00:00,38.6,108,Slightly unhealthy
1,2023:07:02 00:00:00,41.1,114,Slightly unhealthy
2,2023:07:02 00:00:00,53.6,145,Slightly unhealthy
3,2023:07:02 00:00:00,46.6,128,Slightly unhealthy
4,2023:07:02 00:00:00,39.0,109,Slightly unhealthy
5,2023:07:02 00:00:00,7.2,30,Good
1,2023:07:02 00:00:00,50.0,136,Slightly unhealthy
2,2023:07:02 00:00:00,44.4,122,Slightly unhealthy
3,2023:07:02 00:00:00,5.6,23,Good
4,2023:07:02 00:00:00,42.2,117,Slightly unhealthy
5,2023:07:02 00:00:00,55.1,149,Slightly unhealthy
1,2023:07:02 00:00:00,50.4,137,Slightly unhealthy
2,2023:07:02 00:00:00,37.4,105,Slightly unhealthy
3,2023:07:02 00:00:00,54.3,147,Slightly unhealthy
4,2023:07:02 00:00:00,413.1,431,Extremely hazardous
5,2023:07:02 00:00:00,395.5,422,Extremely hazardous
1,2023:07:02 00:00:00,38.0,106,Slightly unhealthy
2,2023:07:02 00:00:00,5.1,21,Good
3,2023:07:02 00:00:00,49.1,134,Slightly unhealthy
4,2023:07:02 00:00:00,41.2,114,Slightly unhealthy
5,2023:07:02 00:00:00,51.5,140,Slightly unhealthy
1,2023:07:02 00:00:00,53.8,146,Slightly unhealthy
2,2023:07:02 00:00:00,52.0,141,Slightly unhealthy
3,2023:07:02 00:00:00,53.7,146,Slightly unhealthy
4,2023:07:02 00:00:00,54.2,147,Slightly unhealthy
5,2023:07:02 00:00:00,45.5,125,Slightly unhealthy
1,2023:07:02 00:00:00,421.9,436,Extremely hazardous
2,2023:07:02 00:00:00,53.0,144,Slightly unhealthy
3,2023:07:02 00:00:00,5.7,24,Good
4,2023:07:02 00:00:00,9.7,40,Good
5,2023:07:02 00:00:00,37.9,106,Slightly unhealthy
1,2023:07:02 00:00:00,7.3,30,Good
2,2023:07:02 00:00:00,37.2,104,Slightly unhealthy
3,2023:07:02 00:00:00,157.0,206,Very unhealthy
4,2023:07:02 00:00:00,46.7,128,Slightly unhealthy
5,2023:07:02 00:00:00,420.5,435,Extremely hazardous
1,2023:07:02 00:00:00,49.3,134,Slightly unhealthy
2,2023:07:02 00:00:00,51.9,141,Slightly unhealthy
3,2023:07:02 00:00:00,5.4,22,Good
4,2023:07:02 00:00:00,7.5,31,Good
5,2023:07:02 00:00:00,53.1,144,Slightly unhealthy
1,2023:07:02 00:00:00,5.8,24,Good
2,2023:07:02 00:00:00,5.8,24,Good
3,2023:07:02 00:00:00,44.1,122,Slightly unhealthy
4,2023:07:02 00:00:00,47.0,129,Slightly unhealthy
5,2023:07:02 00:00:00,51.3,140,Slightly unhealthy
1,2023:07:02 00:00:00,491.8,471,Extremely hazardous
2,2023:07:02 00:00:00,48.0,131,Slightly unhealthy
3,2023:07:02 00:00:00,38.1,106,Slightly unhealthy
4,2023:07:02 00:00:00,49.3,134,Slightly unhealthy
5,2023:07:02 00:00:00,11.8,49,Good
1,2023:07:02 00:00:00,43.0,119,Slightly unhealthy
2,2023:07:02 00:00:00,8.3,35,Good
3,2023:07:02 00:00:00,22.2,72,Moderate
4,2023:07:02 00:00:00,468.0,459,Extremely hazardous
5,2023:07:02 00:00:00,52.8,143,Slightly unhealthy
1,2023:07:02 00:00:00,41.0,114,Slightly unhealthy
2,2023:07:02 00:00:00,214.4,264,Very unhealthy
3,2023:07:02 00:00:00,44.3,122,Slightly unhealthy
4,2023:07:02 00:00:00,52.9,144,Slightly unhealthy
5,2023:07:02 00:00:00,49.6,135,Slightly unhealthy
1,2023:07:02 00:00:00,39.2,109,Slightly unhealthy
2,2023:07:02 00:00:00,46.3,127,Slightly unhealthy
3,2023:07:02 00:00:00,43.7,120,Slightly unhealthy
4,2023:07:02 00:00:00,48.1,132,Slightly unhealthy
5,2023:07:02 00:00:00,38.3,107,Slightly unhealthy
1,2023:07:02 00:00:00,50.1,136,Slightly unhealthy
2,2023:07:02 00:00:00,37.0,104,Slightly unhealthy
3,2023:07:02 00:00:00,485.7,468,Extremely hazardous
4,2023:07:02 00:00:00,36.9,104,Slightly unhealthy
5,2023:07:02 00:00:00,48.4,132,Slightly unhealthy
1,2023:07:02 00:00:00,52.0,141,Slightly unhealthy
2,2023:07:02 00:00:00,41.0,114,Slightly unhealthy
3,2023:07:02 00:00:00,51.9,141,Slightly unhealthy
4,2023:07:02 00:00:00,53.1,144,Slightly unhealthy
5,2023:07:02 00:00:00,5.7,24,Good
1,2023:07:02 00:00:00,55.0,149,Slightly unhealthy
2,2023:07:02 00:00:00,45.1,124,Slightly unhealthy
3,2023:07:02 00:00:00,40.0,111,Slightly unhealthy
4,2023:07:02 00:00:00,40.7,113,Slightly unhealthy
5,2023:07:02 00:00:00,44.7,123,Slightly unhealthy
1,2023:07:02 00:00:00,54.4,147,Slightly unhealthy
2,2023:07:02 00:00:00,50.8,138,Slightly unhealthy
3,2023:07:02 00:00:00,42.5,118,Slightly unhealthy
4,2023:07:02 00:00:00,37.3,104,Slightly unhealthy
5,2023:07:02 00:00:00,240.5,290,Very unhealthy
1,2023:07:02 00:00:00,8.3,35,Good
2,2023:07:02 00:00:00,185.7,235,Very unhealthy
3,2023:07:02 00:00:00,49.6,135,Slightly unhealthy
4,2023:07:02 00:00:00,51.6,140,Slightly unhealthy
5,2023:07:02 00:00:00,50.4,137,Slightly unhealthy
1,2023:07:02 00:00:00,43.0,119,Slightly unhealthy
2,2023:07:02 00:00:00,44.6,123,Slightly unhealthy
3,2023:07:02 00:00:00,509.6,480,Extremely hazardous
4,2023:07:02 00:00:00,40.3,112,Slightly unhealthy
5,2023:07:02 00:00:00,51.9,141,Slightly unhealthy
1,2023:07:02 00:00:00,11.0,46,Good
2,2023:07:02 00:00:00,53.1,144,Slightly unhealthy
3,2023:07:02 00:00:00,51.0,139,Slightly unhealthy
4,2023:07:02 00:00:00,9.7,40,Good
5,2023:07:02 00:00:00,38.7,108,Slightly unhealthy
1,2023:07:02 00:00:00,49.6,135,Slightly unhealthy
2,2023:07:02 00:00:00,46.8,128,Slightly unhealthy
3,2023:07:02 00:00:00,41.5,115,Slightly unhealthy
4,2023:07:02 00:00:00,38.7,108,Slightly unhealthy
5,2023:07:02 00:00:00,53.9,146,Slightly unhealthy
1,2023:07:02 00:00:00,53.9,146,Slightly unhealthy
2,2023:07:02 00:00:00,39.7,110,Slightly unhealthy
3,2023:07:02 00:00:00,480.5,465,Extremely hazardous
4,2023:07:02 00:00:00,36.7,103,Slightly unhealthy
5,2023:07:02 00:00:00,514.6,482,Extremely hazardous
1,2023:07:02 00:00:00,55.1,149,Slightly unhealthy
2,2023:07:02 00:00:00,162.9,212,Very unhealthy
3,2023:07:02 00:00:00,46.2,127,Slightly unhealthy
4,2023:07:02 00:00:00,401.3,425,Extremely hazardous
5,2023:07:02 00:00:00,46.3,127,Slightly unhealthy
1,2023:07:02 00:00:00,7.6,32,Good
2,2023:07:02 00:00:00,502.7,476,Extremely hazardous
3,2023:07:02 00:00:00,42.0,116,Slightly unhealthy
4,2023:07:02 00:00:00,439.4,444,Extremely hazardous
5,2023:07:02 00:00:00,11.3,47,Good
1,2023:07:02 00:00:00,37.0,104,Slightly unhealthy
2,2023:07:02 00:00:00,42.3,117,Slightly unhealthy
3,2023:07:02 00:00:00,48.2,132,Slightly unhealthy
4,2023:07:02 00:00:00,40.2,112,Slightly unhealthy
5,2023:07:02 00:00:00,9.4,39,Good
1,2023:07:02 00:00:00,54.6,148,Slightly unhealthy
2,2023:07:02 00:00:00,45.3,124,Slightly unhealthy
3,2023:07:02 00:00:00,48.2,132,Slightly unhealthy
4,2023:07:02 00:00:00,7.1,30,Good
5,2023:07:02 00:00:00,37.0,104,Slightly unhealthy
1,2023:07:02 00:00:00,44.0,121,Slightly unhealthy
2,2023:07:02 00:00:00,538.5,494,Extremely hazardous
3,2023:07:02 00:00:00,9.4,39,Good
4,2023:07:02 00:00:00,9.7,40,Good
5,2023:07:02 00:00:00,46.7,128,Slightly unhealthy
1,2023:07:02 00:00:00,54.6,148,Slightly unhealthy
2,2023:07:02 00:00:00,9.2,38,Good
3,2023:07:02 00:00:00,43.4,120,Slightly unhealthy
4,2023:07:02 00:00:00,39.6,110,Slightly unhealthy
5,2023:07:02 00:00:00,46.6,128,Slightly unhealthy
1,2023:07:02 00:00:00,50.3,137,Slightly unhealthy
2,2023:07:02 00:00:00,52.7,143,Slightly unhealthy
3,2023:07:02 00:00:00,7.6,32,Good
4,2023:07:02 00:00:00,53.6,145,Slightly unhealthy
5,2023:07:02 00:00:00,202.4,252,Very unhealthy
1,2023:07:02 00:00:00,53.0,144,Slightly unhealthy
2,2023:07:02 00:00:00,409.1,429,Extremely hazardous
3,2023:07:02 00:00:00,422.7,436,Extremely hazardous
4,2023:07:02 00:00:00,36.4,102,Slightly unhealthy
5,2023:07:02 00:00:00,10.1,42,Good
1,2023:07:02 00:00:00,412.9,431,Extremely hazardous
2,2023:07:02 00:00:00,54.8,148,Slightly unhealthy
3,2023:07:02 00:00:00,461.9,456,Extremely hazardous
4,2023:07:02 00:00:00,42.8,118,Slightly unhealthy
5,2023:07:02 00:00:00,48.9,134,Slightly unhealthy
1,2023:07:02 00:00:00,7.8,32,Good
2,2023:07:02 00:00:00,210.3,260,Very unhealthy
3,2023:07:02 00:00:00,25.0,78,Moderate
4,2023:07:02 00:00:00,48.2,132,Slightly unhealthy
5,2023:07:02 00:00:00,414.2,432,Extremely hazardous
1,2023:07:02 00:00:00,45.1,124,Slightly unhealthy
2,2023:07:02 00:00:00,40.4,112,Slightly unhealthy
3,2023:07:02 00:00:00,43.8,121,Slightly unhealthy
4,2023:07:02 00:00:00,46.8,128,Slightly unhealthy
5,2023:07:02 00:00:00,41.9,116,Slightly unhealthy
1,2023:07:02 01:00:00,50.7,138,Slightly unhealthy
2,2023:07:02 01:00:00,10.7,45,Good
3,2023:07:02 01:00:00,54.9,148,Slightly unhealthy
4,2023:07:02 01:00:00,43.8,121,Slightly unhealthy
5,2023:07:02 01:00:00,36.4,102,Slightly unhealthy
1,2023:07:02 01:00:00,50.3,137,Slightly unhealthy
2,2023:07:02 01:00:00,39.0,109,Slightly unhealthy
3,2023:07:02 01:00:00,53.9,146,Slightly unhealthy
4,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
5,2023:07:02 01:00:00,45.1,124,Slightly unhealthy
1,2023:07:02 01:00:00,46.1,126,Slightly unhealthy
2,2023:07:02 01:00:00,236.9,286,Very unhealthy
3,2023:07:02 01:00:00,40.5,112,Slightly unhealthy
4,2023:07:02 01:00:00,208.8,258,Very unhealthy
5,2023:07:02 01:00:00,39.0,109,Slightly unhealthy
1,2023:07:02 01:00:00,48.2,132,Slightly unhealthy
2,2023:07:02 01:00:00,38.1,106,Slightly unhealthy
3,2023:07:02 01:00:00,8.4,35,Good
4,2023:07:02 01:00:00,44.8,123,Slightly unhealthy
5,2023:07:02 01:00:00,24.8,77,Moderate
1,2023:07:02 01:00:00,43.5,120,Slightly unhealthy
2,2023:07:02 01:00:00,46.3,127,Slightly unhealthy
3,2023:07:02 01:00:00,35.7,100,Slightly unhealthy
4,2023:07:02 01:00:00,42.9,118,Slightly unhealthy
5,2023:07:02 01:00:00,38.1,106,Slightly unhealthy
1,2023:07:02 01:00:00,9.8,41,Good
2,2023:07:02 01:00:00,41.6,115,Slightly unhealthy
3,2023:07:02 01:00:00,44.3,122,Slightly unhealthy
4,2023:07:02 01:00:00,52.7,143,Slightly unhealthy
5,2023:07:02 01:00:00,493.9,472,Extremely hazardous
1,2023:07:02 01:00:00,20.3,68,Moderate
2,2023:07:02 01:00:00,48.3,132,Slightly unhealthy
3,2023:07:02 01:00:00,11.7,49,Good
4,2023:07:02 01:00:00,52.8,143,Slightly unhealthy
5,2023:07:02 01:00:00,184.0,234,Very unhealthy
1,2023:07:02 01:00:00,33.6,96,Moderate
2,2023:07:02 01:00:00,52.8,143,Slightly unhealthy
3,2023:07:02 01:00:00,44.7,123,Slightly unhealthy
4,2023:07:02 01:00:00,50.0,136,Slightly unhealthy
5,2023:07:02 01:00:00,16.9,60,Moderate
1,2023:07:02 01:00:00,37.0,104,Slightly unhealthy
2,2023:07:02 01:00:00,193.5,243,Very unhealthy
3,2023:07:02 01:00:00,51.4,140,Slightly unhealthy
4,2023:07:02 01:00:00,190.5,240,Very unhealthy
5,2023:07:02 01:00:00,44.9,124,Slightly unhealthy
1,2023:07:02 01:00:00,46.8,128,Slightly unhealthy
2,2023:07:02 01:00:00,53.2,144,Slightly unhealthy
3,2023:07:02 01:00:00,38.5,108,Slightly unhealthy
4,2023:07:02 01:00:00,54.3,147,Slightly unhealthy
5,2023:07:02 01:00:00,39.2,109,Slightly unhealthy
1,2023:07:02 01:00:00,36.2,102,Slightly unhealthy
2,2023:07:02 01:00:00,507.7,479,Extremely hazardous
3,2023:07:02 01:00:00,35.7,100,Slightly unhealthy
4,2023:07:02 01:00:00,38.3,107,Slightly unhealthy
5,2023:07:02 01:00:00,41.2,114,Slightly unhealthy
1,2023:07:02 01:00:00,44.0,121,Slightly unhealthy
2,2023:07:02 01:00:00,54.1,146,Slightly unhealthy
3,2023:07:02 01:00:00,38.3,107,Slightly unhealthy
4,2023:07:02 01:00:00,51.8,141,Slightly unhealthy
5,2023:07:02 01:00:00,42.4,117,Slightly unhealthy
1,2023:07:02 01:00:00,47.3,130,Slightly unhealthy
2,2023:07:02 01:00:00,8.0,33,Good
3,2023:07:02 01:00:00,55.3,150,Slightly unhealthy
4,2023:07:02 01:00:00,47.8,131,Slightly unhealthy
5,2023:07:02 01:00:00,47.9,131,Slightly unhealthy
1,2023:07:02 01:00:00,44.3,122,Slightly unhealthy
2,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
3,2023:07:02 01:00:00,36.2,102,Slightly unhealthy
4,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
5,2023:07:02 01:00:00,41.0,114,Slightly unhealthy
1,2023:07:02 01:00:00,38.2,107,Slightly unhealthy
2,2023:07:02 01:00:00,48.1,132,Slightly unhealthy
3,2023:07:02 01:00:00,53.8,146,Slightly unhealthy
4,2023:07:02 01:00:00,39.0,109,Slightly unhealthy
5,2023:07:02 01:00:00,8.8,37,Good
1,2023:07:02 01:00:00,39.1,109,Slightly unhealthy
2,2023:07:02 01:00:00,36.7,103,Slightly unhealthy
3,2023:07:02 01:00:00,367.0,408,Extremely hazardous
4,2023:07:02 01:00:00,50.7,138,Slightly unhealthy
5,2023:07:02 01:00:00,544.8,497,Extremely hazardous
1,2023:07:02 01:00:00,51.6,140,Slightly unhealthy
2,2023:07:02 01:00:00,33.2,95,Moderate
3,2023:07:02 01:00:00,377.9,414,Extremely hazardous
4,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
5,2023:07:02 01:00:00,39.5,110,Slightly unhealthy
1,2023:07:02 01:00:00,11.7,49,Good
2,2023:07:02 01:00:00,53.9,146,Slightly unhealthy
