id,time,value
5,2023:07:09 10:24:39,14.3
6,2023:07:09 10:24:39,140.8
7,2023:07:09 10:24:39,14.6
8,2023:07:09 10:24:39,68.0
9,2023:07:09 10:24:39,28.4
10,2023:07:09 10:24:39,247.4
1,2023:07:09 10:39:39,27.7
2,2023:07:09 10:39:39,88.1
3,2023:07:09 10:39:39,85.7
4,2023:07:09 10:39:39,206.7
5,2023:07:09 10:39:39,57.9
6,2023:07:09 10:39:39,95.4
7,2023:07:09 10:39:39,330.7
8,2023:07:09 10:39:39,56.7
9,2023:07:09 10:39:39,71.5
10,2023:07:09 10:39:39,121.7
1,2023:07:09 10:54:39,333.0
2,2023:07:09 10:54:39,31.8
3,2023:07:09 10:54:39,121.1
4,2023:07:09 10:54:39,18.2
5,2023:07:09 10:54:39,117.3
6,2023:07:09 10:54:39,37.3
7,2023:07:09 10:54:39,275.9
8,2023:07:09 10:54:39,148.4
9,2023:07:09 10:54:39,58.8
10,2023:07:09 10:54:39,122.9
1,2023:07:09 11:09:39,93.2
2,2023:07:09 11:09:39,88.8
3,2023:07:09 11:09:39,101.0
4,2023:07:09 11:09:39,129.6
5,2023:07:09 11:09:39,44.6
6,2023:07:09 11:09:39,72.2
7,2023:07:09 11:09:39,128.0
8,2023:07:09 11:09:39,98.5
9,2023:07:09 11:09:39,75.7
10,2023:07:09 11:09:39,91.5
1,2023:07:09 11:24:39,267.8
2,2023:07:09 11:24:39,260.2
3,2023:07:09 11:24:39,353.3
4,2023:07:09 11:24:39,99.2
5,2023:07:09 11:24:39,74.0
6,2023:07:09 11:24:39,101.6
7,2023:07:09 11:24:39,137.7
8,2023:07:09 11:24:39,80.2
9,2023:07:09 11:24:39,95.5
10,2023:07:09 11:24:39,71.3
1,2023:07:09 11:39:39,122.0
2,2023:07:09 11:39:39,76.1
3,2023:07:09 11:39:39,142.6
4,2023:07:09 11:39:39,76.1
5,2023:07:09 11:39:39,32.5
6,2023:07:09 11:39:39,78.2
7,2023:07:09 11:39:39,244.3
8,2023:07:09 11:39:39,274.0
9,2023:07:09 11:39:39,65.8
10,2023:07:09 11:39:39,108.3
1,2023:07:09 11:54:39,150.3
2,2023:07:09 11:54:39,77.5
3,2023:07:09 11:54:39,52.2
4,2023:07:09 11:54:39,77.4
5,2023:07:09 11:54:39,64.9
6,2023:07:09 11:54:39,15.8
7,2023:07:09 11:54:39,134.3
8,2023:07:09 11:54:39,91.2
9,2023:07:09 11:54:39,93.6
10,2023:07:09 11:54:39,60.3
1,2023:07:09 12:09:39,64.4
2,2023:07:09 12:09:39,108.8
3,2023:07:09 12:09:39,120.6
4,2023:07:09 12:09:39,122.7
5,2023:07:09 12:09:39,23.7
6,2023:07:09 12:09:39,56.8
7,2023:07:09 12:09:39,218.5
8,2023:07:09 12:09:39,271.3
9,2023:07:09 12:09:39,400.2
10,2023:07:09 12:09:39,500.6
1,2023:07:09 12:24:39,121.1
2,2023:07:09 12:24:39,230.1
3,2023:07:09 12:24:39,78.0
4,2023:07:09 12:24:39,15.6
5,2023:07:09 12:24:39,84.5
6,2023:07:09 12:24:39,55.6
7,2023:07:09 12:24:39,288.4
8,2023:07:09 12:24:39,143.3
9,2023:07:09 12:24:39,17.3
10,2023:07:09 12:24:39,139.8
1,2023:07:09 12:39:39,100.9
2,2023:07:09 12:39:39,80.6
3,2023:07:09 12:39:39,65.0
4,2023:07:09 12:39:39,70.2
5,2023:07:09 12:39:39,202.2
6,2023:07:09 12:39:39,56.5
7,2023:07:09 12:39:39,57.1
8,2023:07:09 12:39:39,319.3
9,2023:07:09 12:39:39,91.3
10,2023:07:09 12:39:39,60.7
1,2023:07:09 12:54:39,99.5
2,2023:07:09 12:54:39,193.8
3,2023:07:09 12:54:39,131.1
4,2023:07:09 12:54:39,70.2
5,2023:07:09 12:54:39,115.0
6,2023:07:09 12:54:39,128.8
7,2023:07:09 12:54:39,99.6
8,2023:07:09 12:54:39,289.3
9,2023:07:09 12:54:39,5.8
10,2023:07:09 12:54:39,464.2
1,2023:07:09 13:09:39,133.2
2,2023:07:09 13:09:39,118.4
3,2023:07:09 13:09:39,77.9
4,2023:07:09 13:09:39,326.1
5,2023:07:09 13:09:39,131.5
6,2023:07:09 13:09:39,15.8
7,2023:07:09 13:09:39,140.3
8,2023:07:09 13:09:39,137.4
9,2023:07:09 13:09:39,226.8
10,2023:07:09 13:09:39,77.4
1,2023:07:09 13:24:39,143.8
2,2023:07:09 13:24:39,27.5
3,2023:07:09 13:24:39,116.7
4,2023:07:09 13:24:39,317.4
5,2023:07:09 13:24:39,79.1
6,2023:07:09 13:24:39,101.4
7,2023:07:09 13:24:39,109.1
8,2023:07:09 13:24:39,123.5
9,2023:07:09 13:24:39,102.2
10,2023:07:09 13:24:39,22.8
1,2023:07:09 13:39:39,138.8
2,2023:07:09 13:39:39,122.4
3,2023:07:09 13:39:39,542.7
4,2023:07:09 13:39:39,199.3
5,2023:07:09 13:39:39,168.1
6,2023:07:09 13:39:39,106.6
7,2023:07:09 13:39:39,251.5
8,2023:07:09 13:39:39,65.1
9,2023:07:09 13:39:39,76.1
10,2023:07:09 13:39:39,122.4
1,2023:07:09 13:54:39,112.4
2,2023:07:09 13:54:39,348.6
3,2023:07:09 13:54:39,62.2
4,2023:07:09 13:54:39,111.0
5,2023:07:09 13:54:39,78.0
6,2023:07:09 13:54:39,121.9
7,2023:07:09 13:54:39,30.0
8,2023:07:09 13:54:39,67.4
9,2023:07:09 13:54:39,127.8
10,2023:07:09 13:54:39,115.1
1,2023:07:09 14:09:39,115.0
2,2023:07:09 14:09:39,143.4
3,2023:07:09 14:09:39,148.1
4,2023:07:09 14:09:39,101.9
5,2023:07:09 14:09:39,141.6
6,2023:07:09 14:09:39,92.4
7,2023:07:09 14:09:39,59.7
8,2023:07:09 14:09:39,267.7
9,2023:07:09 14:09:39,299.0
10,2023:07:09 14:09:39,274.4
1,2023:07:09 14:24:39,94.7
2,2023:07:09 14:24:39,342.8
3,2023:07:09 14:24:39,155.5
4,2023:07:09 14:24:39,90.4
5,2023:07:09 14:24:39,234.8
6,2023:07:09 14:24:39,80.0
7,2023:07:09 14:24:39,105.7
8,2023:07:09 14:24:39,64.8
9,2023:07:09 14:24:39,60.2
10,2023:07:09 14:24:39,142.7
1,2023:07:09 14:39:39,366.1
2,2023:07:09 14:39:39,107.2
3,2023:07:09 14:39:39,58.6
4,2023:07:09 14:39:39,283.4
5,2023:07:09 14:39:39,74.8
6,2023:07:09 14:39:39,313.0
7,2023:07:09 14:39:39,104.2
8,2023:07:09 14:39:39,58.2
9,2023:07:09 14:39:39,530.5
10,2023:07:09 14:39:39,18.5
1,2023:07:09 14:54:39,96.0
2,2023:07:09 14:54:39,107.8
3,2023:07:09 14:54:39,23.6
4,2023:07:09 14:54:39,147.0
5,2023:07:09 14:54:39,124.0
6,2023:07:09 14:54:39,19.5
7,2023:07:09 14:54:39,209.5
8,2023:07:09 14:54:39,149.8
9,2023:07:09 14:54:39,22.3
10,2023:07:09 14:54:39,128.3
1,2023:07:09 15:09:39,61.4
2,2023:07:09 15:09:39,124.3
3,2023:07:09 15:09:39,72.0
4,2023:07:09 15:09:39,305.2
5,2023:07:09 15:09:39,62.7
6,2023:07:09 15:09:39,124.8
7,2023:07:09 15:09:39,126.4
8,2023:07:09 15:09:39,139.1
9,2023:07:09 15:09:39,91.1
10,2023:07:09 15:09:39,95.2
1,2023:07:09 15:24:39,126.6
2,2023:07:09 15:24:39,70.3
3,2023:07:09 15:24:39,131.2
4,2023:07:09 15:24:39,146.3
5,2023:07:09 15:24:39,110.3
6,2023:07:09 15:24:39,141.8
7,2023:07:09 15:24:39,230.0
8,2023:07:09 15:24:39,327.0
9,2023:07:09 15:24:39,107.1
10,2023:07:09 15:24:39,32.8
1,2023:07:09 15:39:39,123.3
2,2023:07:09 15:39:39,104.1
3,2023:07:09 15:39:39,97.7
4,2023:07:09 15:39:39,142.0
5,2023:07:09 15:39:39,259.9
6,2023:07:09 15:39:39,146.9
7,2023:07:09 15:39:39,142.2
8,2023:07:09 15:39:39,98.5
9,2023:07:09 15:39:39,24.5
10,2023:07:09 15:39:39,116.7
1,2023:07:09 15:54:39,100.3
2,2023:07:09 15:54:39,128.6
3,2023:07:09 15:54:39,116.7
4,2023:07:09 15:54:39,91.5
5,2023:07:09 15:54:39,105.0
6,2023:07:09 15:54:39,73.8
7,2023:07:09 15:54:39,548.7
8,2023:07:09 15:54:39,131.4
9,2023:07:09 15:54:39,133.2
10,2023:07:09 15:54:39,297.1
1,2023:07:09 16:09:39,7.7
2,2023:07:09 16:09:39,15.1
3,2023:07:09 16:09:39,97.9
4,2023:07:09 16:09:39,274.1
5,2023:07:09 16:09:39,115.6
6,2023:07:09 16:09:39,181.9
7,2023:07:09 16:09:39,203.5
8,2023:07:09 16:09:39,111.4
9,2023:07:09 16:09:39,98.3
10,2023:07:09 16:09:39,132.9
1,2023:07:09 16:24:39,128.3
2,2023:07:09 16:24:39,92.5
3,2023:07:09 16:24:39,108.1
4,2023:07:09 16:24:39,215.4
5,2023:07:09 16:24:39,21.9
6,2023:07:09 16:24:39,81.3
7,2023:07:09 16:24:39,63.4
8,2023:07:09 16:24:39,57.4
9,2023:07:09 16:24:39,429.3
10,2023:07:09 16:24:39,12.5
1,2023:07:09 16:39:39,89.5
2,2023:07:09 16:39:39,143.9
3,2023:07:09 16:39:39,326.7
4,2023:07:09 16:39:39,34.0
5,2023:07:09 16:39:39,96.7
6,2023:07:09 16:39:39,68.9
7,2023:07:09 16:39:39,318.2
8,2023:07:09 16:39:39,15.9
9,2023:07:09 16:39:39,87.6
10,2023:07:09 16:39:39,11.9
1,2023:07:09 16:54:39,87.2
2,2023:07:09 16:54:39,213.3
3,2023:07:09 16:54:39,145.1
4,2023:07:09 16:54:39,133.2
5,2023:07:09 16:54:39,78.5
6,2023:07:09 16:54:39,169.8
7,2023:07:09 16:54:39,57.2
8,2023:07:09 16:54:39,148.2
9,2023:07:09 16:54:39,99.2
10,2023:07:09 16:54:39,144.7
1,2023:07:09 17:09:39,96.4
2,2023:07:09 17:09:39,90.5
3,2023:07:09 17:09:39,13.5
4,2023:07:09 17:09:39,59.3
5,2023:07:09 17:09:39,97.9
6,2023:07:09 17:09:39,114.8
7,2023:07:09 17:09:39,150.3
8,2023:07:09 17:09:39,10.2
9,2023:07:09 17:09:39,130.8
10,2023:07:09 17:09:39,144.1
1,2023:07:09 17:24:39,129.1
2,2023:07:09 17:24:39,130.7
3,2023:07:09 17:24:39,63.1
4,2023:07:09 17:24:39,76.9
5,2023:07:09 17:24:39,38.7
6,2023:07:09 17:24:39,63.6
7,2023:07:09 17:24:39,70.2
8,2023:07:09 17:24:39,65.2
9,2023:07:09 17:24:39,85.1
10,2023:07:09 17:24:39,188.1
1,2023:07:09 17:39:39,132.7
2,2023:07:09 17:39:39,343.8
3,2023:07:09 17:39:39,204.8
4,2023:07:09 17:39:39,72.3
5,2023:07:09 17:39:39,138.1
6,2023:07:09 17:39:39,179.5
7,2023:07:09 17:39:39,342.6
8,2023:07:09 17:39:39,125.5
9,2023:07:09 17:39:39,90.2
10,2023:07:09 17:39:39,127.5
1,2023:07:09 17:54:39,155.3
2,2023:07:09 17:54:39,100.1
3,2023:07:09 17:54:39,148.9
4,2023:07:09 17:54:39,95.3
5,2023:07:09 17:54:39,139.6
6,2023:07:09 17:54:39,107.5
7,2023:07:09 17:54:39,154.3
8,2023:07:09 17:54:39,65.3
9,2023:07:09 17:54:39,193.9
10,2023:07:09 17:54:39,57.9
1,2023:07:09 18:09:39,135.3
2,2023:07:09 18:09:39,127.5
3,2023:07:09 18:09:39,32.0
4,2023:07:09 18:09:39,204.7
5,2023:07:09 18:09:39,215.5
6,2023:07:09 18:09:39,247.4
7,2023:07:09 18:09:39,128.9
8,2023:07:09 18:09:39,121.4
9,2023:07:09 18:09:39,86.5
10,2023:07:09 18:09:39,109.3
1,2023:07:09 18:24:39,61.7
2,2023:07:09 18:24:39,86.5
3,2023:07:09 18:24:39,251.6
4,2023:07:09 18:24:39,87.6
5,2023:07:09 18:24:39,88.5
6,2023:07:09 18:24:39,142.1
7,2023:07:09 18:24:39,195.1
8,2023:07:09 18:24:39,87.5
9,2023:07:09 18:24:39,125.8
10,2023:07:09 18:24:39,316.7
1,2023:07:09 18:39:39,86.2
2,2023:07:09 18:39:39,143.3
3,2023:07:09 18:39:39,52.4
4,2023:07:09 18:39:39,219.0
5,2023:07:09 18:39:39,88.9
6,2023:07:09 18:39:39,69.6
7,2023:07:09 18:39:39,76.9
8,2023:07:09 18:39:39,27.6
9,2023:07:09 18:39:39,310.9
10,2023:07:09 18:39:39,483.4
1,2023:07:09 18:54:39,61.5
2,2023:07:09 18:54:39,128.3
3,2023:07:09 18:54:39,114.6
4,2023:07:09 18:54:39,140.4
5,2023:07:09 18:54:39,320.9
6,2023:07:09 18:54:39,104.2
7,2023:07:09 18:54:39,112.2
8,2023:07:09 18:54:39,66.4
9,2023:07:09 18:54:39,52.4
10,2023:07:09 18:54:39,33.3
1,2023:07:09 19:09:39,123.8
2,2023:07:09 19:09:39,118.5
3,2023:07:09 19:09:39,113.3
4,2023:07:09 19:09:39,87.4
5,2023:07:09 19:09:39,333.5
6,2023:07:09 19:09:39,393.6
7,2023:07:09 19:09:39,199.7
8,2023:07:09 19:09:39,148.5
9,2023:07:09 19:09:39,107.7
10,2023:07:09 19:09:39,339.9
1,2023:07:09 19:24:39,131.3
2,2023:07:09 19:24:39,129.2
3,2023:07:09 19:24:39,501.5
4,2023:07:09 19:24:39,93.7
5,2023:07:09 19:24:39,61.5
6,2023:07:09 19:24:39,149.9
7,2023:07:09 19:24:39,122.6
8,2023:07:09 19:24:39,364.4
9,2023:07:09 19:24:39,346.0
10,2023:07:09 19:24:39,31.4
1,2023:07:09 19:39:39,31.7
2,2023:07:09 19:39:39,94.8
3,2023:07:09 19:39:39,81.9
4,2023:07:09 19:39:39,73.5
5,2023:07:09 19:39:39,130.0
6,2023:07:09 19:39:39,101.3
7,2023:07:09 19:39:39,67.0
8,2023:07:09 19:39:39,141.3
9,2023:07:09 19:39:39,65.8
10,2023:07:09 19:39:39,98.7
1,2023:07:09 19:54:39,11.7
2,2023:07:09 19:54:39,60.3
3,2023:07:09 19:54:39,82.6
4,2023:07:09 19:54:39,141.2
5,2023:07:09 19:54:39,95.6
6,2023:07:09 19:54:39,71.2
7,2023:07:09 19:54:39,185.5
8,2023:07:09 19:54:39,77.8
9,2023:07:09 19:54:39,458.4
10,2023:07:09 19:54:39,140.5
1,2023:07:09 20:09:39,348.6
2,2023:07:09 20:09:39,76.0
3,2023:07:09 20:09:39,15.5
4,2023:07:09 20:09:39,48.7
5,2023:07:09 20:09:39,80.1
6,2023:07:09 20:09:39,113.2
7,2023:07:09 20:09:39,73.4
8,2023:07:09 20:09:39,81.3
9,2023:07:09 20:09:39,531.4
10,2023:07:09 20:09:39,114.0
1,2023:07:09 20:24:39,74.7
2,2023:07:09 20:24:39,43.7
3,2023:07:09 20:24:39,33.5
4,2023:07:09 20:24:39,172.0
5,2023:07:09 20:24:39,80.8
6,2023:07:09 20:24:39,129.9
7,2023:07:09 20:24:39,89.9
8,2023:07:09 20:24:39,301.3
9,2023:07:09 20:24:39,63.1
10,2023:07:09 20:24:39,68.4
1,2023:07:09 20:39:39,319.7
2,2023:07:09 20:39:39,84.0
3,2023:07:09 20:39:39,97.4
4,2023:07:09 20:39:39,229.6
5,2023:07:09 20:39:39,129.9
6,2023:07:09 20:39:39,58.2
7,2023:07:09 20:39:39,25.0
8,2023:07:09 20:39:39,32.0
9,2023:07:09 20:39:39,25.4
10,2023:07:09 20:39:39,138.9
1,2023:07:09 20:54:39,86.4
2,2023:07:09 20:54:39,132.1
3,2023:07:09 20:54:39,93.6
4,2023:07:09 20:54:39,149.6
5,2023:07:09 20:54:39,138.9
6,2023:07:09 20:54:39,63.2
7,2023:07:09 20:54:39,78.5
8,2023:07:09 20:54:39,70.8
9,2023:07:09 20:54:39,75.1
10,2023:07:09 20:54:39,89.9
1,2023:07:09 21:09:39,127.5
2,2023:07:09 21:09:39,286.9
3,2023:07:09 21:09:39,21.1
4,2023:07:09 21:09:39,186.7
5,2023:07:09 21:09:39,409.5
6,2023:07:09 21:09:39,147.9
7,2023:07:09 21:09:39,124.4
8,2023:07:09 21:09:39,91.0
9,2023:07:09 21:09:39,101.6
10,2023:07:09 21:09:39,149.8
1,2023:07:09 21:24:39,146.3
2,2023:07:09 21:24:39,137.7
3,2023:07:09 21:24:39,65.1
4,2023:07:09 21:24:39,119.5
5,2023:07:09 21:24:39,70.5
6,2023:07:09 21:24:39,22.3
7,2023:07:09 21:24:39,175.3
8,2023:07:09 21:24:39,138.9
9,2023:07:09 21:24:39,84.3
10,2023:07:09 21:24:39,147.4
1,2023:07:09 21:39:39,56.6
2,2023:07:09 21:39:39,120.4
3,2023:07:09 21:39:39,74.2
4,2023:07:09 21:39:39,149.3
5,2023:07:09 21:39:39,195.6
6,2023:07:09 21:39:39,103.4
7,2023:07:09 21:39:39,116.5
8,2023:07:09 21:39:39,127.5
9,2023:07:09 21:39:39,133.3
10,2023:07:09 21:39:39,70.1
1,2023:07:09 21:54:39,32.3
2,2023:07:09 21:54:39,105.4
3,2023:07:09 21:54:39,74.3
4,2023:07:09 21:54:39,131.6
5,2023:07:09 21:54:39,73.8
6,2023:07:09 21:54:39,73.7
7,2023:07:09 21:54:39,16.2
8,2023:07:09 21:54:39,247.2
9,2023:07:09 21:54:39,122.0
10,2023:07:09 21:54:39,96.0
1,2023:07:09 22:09:39,119.8
2,2023:07:09 22:09:39,96.9
3,2023:07:09 22:09:39,101.1
4,2023:07:09 22:09:39,141.9
5,2023:07:09 22:09:39,46.7
6,2023:07:09 22:09:39,93.0
7,2023:07:09 22:09:39,348.8
8,2023:07:09 22:09:39,27.7
9,2023:07:09 22:09:39,20.1
10,2023:07:09 22:09:39,147.1
1,2023:07:09 22:24:39,84.1
2,2023:07:09 22:24:39,130.1
3,2023:07:09 22:24:39,71.1
4,2023:07:09 22:24:39,105.4
5,2023:07:09 22:24:39,61.2
6,2023:07:09 22:24:39,140.1
7,2023:07:09 22:24:39,56.7
8,2023:07:09 22:24:39,191.1
9,2023:07:09 22:24:39,266.8
10,2023:07:09 22:24:39,171.6
1,2023:07:09 22:39:39,61.7
2,2023:07:09 22:39:39,22.0
3,2023:07:09 22:39:39,84.9
4,2023:07:09 22:39:39,134.2
5,2023:07:09 22:39:39,22.0
6,2023:07:09 22:39:39,52.6
7,2023:07:09 22:39:39,66.9
8,2023:07:09 22:39:39,67.0
9,2023:07:09 22:39:39,257.6
10,2023:07:09 22:39:39,452.4
1,2023:07:09 22:54:39,56.1
2,2023:07:09 22:54:39,134.7
3,2023:07:09 22:54:39,32.7
4,2023:07:09 22:54:39,126.3
5,2023:07:09 22:54:39,85.7
6,2023:07:09 22:54:39,93.2
7,2023:07:09 22:54:39,106.2
8,2023:07:09 22:54:39,65.8
9,2023:07:09 22:54:39,139.4
10,2023:07:09 22:54:39,278.9
1,2023:07:09 23:09:39,75.2
2,2023:07:09 23:09:39,26.7
3,2023:07:09 23:09:39,140.0
4,2023:07:09 23:09:39,96.2
5,2023:07:09 23:09:39,85.0
6,2023:07:09 23:09:39,22.0
7,2023:07:09 23:09:39,148.7
8,2023:07:09 23:09:39,89.2
9,2023:07:09 23:09:39,296.9
10,2023:07:09 23:09:39,367.2
1,2023:07:09 23:24:39,67.4
2,2023:07:09 23:24:39,63.1
3,2023:07:09 23:24:39,105.3
4,2023:07:09 23:24:39,82.4
5,2023:07:09 23:24:39,126.2
6,2023:07:09 23:24:39,127.1
7,2023:07:09 23:24:39,125.5
8,2023:07:09 23:24:39,149.6
9,2023:07:09 23:24:39,299.9
10,2023:07:09 23:24:39,66.7
1,2023:07:09 23:39:39,102.3
2,2023:07:09 23:39:39,114.4
3,2023:07:09 23:39:39,67.2
4,2023:07:09 23:39:39,73.2
5,2023:07:09 23:39:39,104.1
6,2023:07:09 23:39:39,61.6
7,2023:07:09 23:39:39,28.0
8,2023:07:09 23:39:39,95.2
9,2023:07:09 23:39:39,69.4
10,2023:07:09 23:39:39,78.5
1,2023:07:09 23:54:39,192.5
2,2023:07:09 23:54:39,90.0
3,2023:07:09 23:54:39,155.7
4,2023:07:09 23:54:39,141.7
5,2023:07:09 23:54:39,81.2
6,2023:07:09 23:54:39,507.0
7,2023:07:09 23:54:39,27.0
8,2023:07:09 23:54:39,131.0
9,2023:07:09 23:54:39,345.4
10,2023:07:09 23:54:39,319.6
1,2023:07:10 00:09:39,149.1
2,2023:07:10 00:09:39,142.5
3,2023:07:10 00:09:39,127.5
4,2023:07:10 00:09:39,116.9
5,2023:07:10 00:09:39,77.1
6,2023:07:10 00:09:39,66.9
7,2023:07:10 00:09:39,27.1
8,2023:07:10 00:09:39,139.7
9,2023:07:10 00:09:39,517.6
10,2023:07:10 00:09:39,96.1
1,2023:07:10 00:24:39,91.6
2,2023:07:10 00:24:39,136.4
3,2023:07:10 00:24:39,76.7
4,2023:07:10 00:24:39,146.2
5,2023:07:10 00:24:39,77.7
6,2023:07:10 00:24:39,94.5
7,2023:07:10 00:24:39,65.7
8,2023:07:10 00:24:39,92.1
9,2023:07:10 00:24:39,10.3
10,2023:07:10 00:24:39,57.7
1,2023:07:10 00:39:39,274.0
2,2023:07:10 00:39:39,22.2
3,2023:07:10 00:39:39,60.6
4,2023:07:10 00:39:39,92.2
5,2023:07:10 00:39:39,134.5
6,2023:07:10 00:39:39,103.8
7,2023:07:10 00:39:39,63.4
8,2023:07:10 00:39:39,108.8
9,2023:07:10 00:39:39,138.6
10,2023:07:10 00:39:39,128.1
1,2023:07:10 00:54:39,144.9
2,2023:07:10 00:54:39,139.5
3,2023:07:10 00:54:39,91.9
4,2023:07:10 00:54:39,55.9
5,2023:07:10 00:54:39,69.5
6,2023:07:10 00:54:39,88.0
7,2023:07:10 00:54:39,63.3
8,2023:07:10 00:54:39,102.9
9,2023:07:10 00:54:39,33.8
10,2023:07:10 00:54:39,131.3
1,2023:07:10 01:09:39,122.1
2,2023:07:10 01:09:39,57.9
3,2023:07:10 01:09:39,101.6
4,2023:07:10 01:09:39,136.7
5,2023:07:10 01:09:39,343.2
6,2023:07:10 01:09:39,41.4
7,2023:07:10 01:09:39,109.5
8,2023:07:10 01:09:39,240.0
9,2023:07:10 01:09:39,15.8
10,2023:07:10 01:09:39,62.8
1,2023:07:10 01:24:39,164.1
2,2023:07:10 01:24:39,120.7
3,2023:07:10 01:24:39,68.8
4,2023:07:10 01:24:39,92.1
5,2023:07:10 01:24:39,135.6
6,2023:07:10 01:24:39,72.4
7,2023:07:10 01:24:39,133.6
8,2023:07:10 01:24:39,140.3
9,2023:07:10 01:24:39,17.7
10,2023:07:10 01:24:39,115.8
1,2023:07:10 01:39:39,172.7
2,2023:07:10 01:39:39,127.2
3,2023:07:10 01:39:39,81.1
4,2023:07:10 01:39:39,88.9
5,2023:07:10 01:39:39,116.8
6,2023:07:10 01:39:39,127.5
7,2023:07:10 01:39:39,128.6
8,2023:07:10 01:39:39,323.2
9,2023:07:10 01:39:39,86.8
10,2023:07:10 01:39:39,307.5
1,2023:07:10 01:54:39,72.2
2,2023:07:10 01:54:39,124.8
3,2023:07:10 01:54:39,100.9
4,2023:07:10 01:54:39,147.6
5,2023:07:10 01:54:39,69.2
6,2023:07:10 01:54:39,190.3
7,2023:07:10 01:54:39,97.4
8,2023:07:10 01:54:39,111.1
9,2023:07:10 01:54:39,499.1
10,2023:07:10 01:54:39,404.0
1,2023:07:10 02:09:39,164.9
2,2023:07:10 02:09:39,229.8
3,2023:07:10 02:09:39,146.0
4,2023:07:10 02:09:39,80.3
5,2023:07:10 02:09:39,21.7
6,2023:07:10 02:09:39,121.7
7,2023:07:10 02:09:39,80.5
8,2023:07:10 02:09:39,107.7
9,2023:07:10 02:09:39,104.7
10,2023:07:10 02:09:39,127.1
1,2023:07:10 02:24:39,295.0
2,2023:07:10 02:24:39,547.6
3,2023:07:10 02:24:39,104.6
4,2023:07:10 02:24:39,5.5
5,2023:07:10 02:24:39,68.6
6,2023:07:10 02:24:39,114.5
7,2023:07:10 02:24:39,113.9
8,2023:07:10 02:24:39,123.3
9,2023:07:10 02:24:39,241.7
10,2023:07:10 02:24:39,92.6
1,2023:07:10 02:39:39,94.9
2,2023:07:10 02:39:39,136.6
3,2023:07:10 02:39:39,103.7
4,2023:07:10 02:39:39,119.1
5,2023:07:10 02:39:39,19.6
6,2023:07:10 02:39:39,136.3
7,2023:07:10 02:39:39,15.5
8,2023:07:10 02:39:39,312.7
9,2023:07:10 02:39:39,349.3
10,2023:07:10 02:39:39,112.6
1,2023:07:10 02:54:39,456.7
2,2023:07:10 02:54:39,270.8
3,2023:07:10 02:54:39,336.4
4,2023:07:10 02:54:39,101.4
5,2023:07:10 02:54:39,297.4
6,2023:07:10 02:54:39,68.6
7,2023:07:10 02:54:39,18.9
8,2023:07:10 02:54:39,100.3
9,2023:07:10 02:54:39,89.1
10,2023:07:10 02:54:39,60.3
1,2023:07:10 03:09:39,295.7
2,2023:07:10 03:09:39,107.4
3,2023:07:10 03:09:39,46.0
4,2023:07:10 03:09:39,119.4
5,2023:07:10 03:09:39,116.0
6,2023:07:10 03:09:39,98.2
7,2023:07:10 03:09:39,119.9
8,2023:07:10 03:09:39,88.1
9,2023:07:10 03:09:39,115.0
10,2023:07:10 03:09:39,67.5
1,2023:07:10 03:24:39,27.3
2,2023:07:10 03:24:39,76.2
3,2023:07:10 03:24:39,73.2
4,2023:07:10 03:24:39,113.2
5,2023:07:10 03:24:39,369.3
6,2023:07:10 03:24:39,20.2
7,2023:07:10 03:24:39,216.6
8,2023:07:10 03:24:39,116.0
9,2023:07:10 03:24:39,63.6
10,2023:07:10 03:24:39,110.2
1,2023:07:10 03:39:39,98.5
2,2023:07:10 03:39:39,156.6
3,2023:07:10 03:39:39,118.1
4,2023:07:10 03:39:39,147.6
5,2023:07:10 03:39:39,106.1
6,2023:07:10 03:39:39,149.8
7,2023:07:10 03:39:39,16.4
8,2023:07:10 03:39:39,136.1
9,2023:07:10 03:39:39,132.8
10,2023:07:10 03:39:39,33.8
1,2023:07:10 03:54:39,208.2
2,2023:07:10 03:54:39,93.6
3,2023:07:10 03:54:39,96.8
4,2023:07:10 03:54:39,129.2
5,2023:07:10 03:54:39,21.3
6,2023:07:10 03:54:39,149.0
7,2023:07:10 03:54:39,322.3
8,2023:07:10 03:54:39,144.3
9,2023:07:10 03:54:39,53.2
10,2023:07:10 03:54:39,33.9
1,2023:07:10 04:09:39,99.4
2,2023:07:10 04:09:39,74.0
3,2023:07:10 04:09:39,75.3
4,2023:07:10 04:09:39,26.2
5,2023:07:10 04:09:39,62.5
6,2023:07:10 04:09:39,484.3
7,2023:07:10 04:09:39,102.2
8,2023:07:10 04:09:39,60.3
9,2023:07:10 04:09:39,139.1
10,2023:07:10 04:09:39,105.2
1,2023:07:10 04:24:39,75.1
2,2023:07:10 04:24:39,150.1
3,2023:07:10 04:24:39,146.2
4,2023:07:10 04:24:39,122.0
5,2023:07:10 04:24:39,466.4
6,2023:07:10 04:24:39,73.4
7,2023:07:10 04:24:39,40.0
8,2023:07:10 04:24:39,6.9
9,2023:07:10 04:24:39,131.6
10,2023:07:10 04:24:39,100.8
1,2023:07:10 04:39:39,67.3
2,2023:07:10 04:39:39,332.8
3,2023:07:10 04:39:39,143.9
4,2023:07:10 04:39:39,271.5
5,2023:07:10 04:39:39,138.6
6,2023:07:10 04:39:39,131.0
7,2023:07:10 04:39:39,62.7
8,2023:07:10 04:39:39,123.0
9,2023:07:10 04:39:39,175.4
10,2023:07:10 04:39:39,28.8
